genres,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity
432hz,1048887.333,0.49478,0.299333333,0.450678333,0.477761667,0.131,-16.854,0.076816667,120.2856667,0.22175,1,5,52.16666667
[],229852.6102,0.679244745,0.521473305,0.401522143,0.196737314,0.221586215,-12.67907565,0.112267076,112.0251678,0.515920046,1,7,21.6820047
a cappella,193652.2047,0.621531719,0.577016906,0.345694086,0.003798922,0.127086818,-12.77021103,0.095324274,111.8132302,0.453185635,1,11,43.35181881
abstract,343018.5,0.359395,0.4595,0.487,0.7914,0.11948,-14.092,0.04342,124.7432,0.30499,1,1,41.5
abstract beats,233824.4,0.353346667,0.6944,0.6134,0.349402612,0.102453333,-6.6998,0.143453333,119.3984,0.634186667,0,10,58.6
abstract hip hop,249095.1032,0.205871988,0.723131579,0.645460819,0.002852672,0.168031754,-7.216007018,0.250104386,112.1602865,0.584391813,1,11,43.80497076
accordeon,162613.3333,0.801333333,0.626333333,0.309,0.616,0.252666667,-10.73666667,0.035733333,114.522,0.543666667,1,2,28.66666667
accordion,166508.2083,0.486208333,0.640833333,0.364,0.111317263,0.186975,-14.43654167,0.082775,112.7221667,0.643916667,1,2,15.20833333
acid house,293609.3111,0.057002333,0.684227778,0.721418889,0.320219356,0.232381111,-10.37831111,0.058509444,123.1759333,0.622205556,1,11,44.56666667
acid jazz,284362.3667,0.155414,0.7142,0.694666667,0.190613133,0.1068,-10.23466667,0.05202,112.2434,0.789366667,1,6,44.03333333
acid rock,252930.7174,0.258026865,0.453541141,0.592055437,0.159559889,0.235853765,-11.12468442,0.072292353,125.4659373,0.535974532,1,9,34.50001162
acid trance,216060,0.0035355,0.557,0.925,0.7765,0.152,-7.128,0.04235,134.8435,0.6395,1,2,56.5
acousmatic,180883.1915,0.91579375,0.414258917,0.250570367,0.59703367,0.256992042,-21.01550979,0.084794146,105.5481344,0.309735208,1,0,8.081875
acoustic blues,204589.7753,0.756161067,0.600931694,0.358590687,0.092911532,0.186153006,-12.65395361,0.066539553,114.1003973,0.630017669,1,7,23.76447984
acoustic pop,234521.8894,0.485249726,0.52782081,0.482990348,0.047113693,0.153360585,-9.214582532,0.04012191,117.5559651,0.38460085,1,11,52.86698246
acoustic punk,192338.4243,0.374439029,0.527967143,0.614435714,0.068066512,0.180224429,-8.175711429,0.067979429,120.9605543,0.740857143,1,9,38.99857143
adoracion,296901.0833,0.389666667,0.496944444,0.519083333,0,0.31025,-7.925083333,0.037402778,132.7866111,0.309694444,1,7,46.63888889
adult standards,195660.1855,0.652903845,0.498711382,0.385813873,0.122368218,0.194290601,-12.21088215,0.054211931,113.5874711,0.504975587,1,0,30.30883742
adventista,200485.4203,0.777697101,0.532014493,0.325202899,7.44E-06,0.13955942,-9.220130435,0.028902899,113.7904638,0.519594203,1,6,25.69565217
afghan pop,301078.0833,0.4504,0.696833333,0.672166667,0.00147285,0.098670833,-7.560708333,0.0802,113.1881667,0.808291667,1,7,38.58333333
african gospel,534036,0.77,0.605,0.602,0.000761,0.083,-6.726,0.0413,129.305,0.903,1,4,32
african percussion,284304.5333,0.3492,0.593866667,0.7624,0.255481912,0.12804,-8.04,0.08654,132.613,0.4638,0,0,12.73333333
african reggae,267519.6667,0.250397222,0.751194444,0.663166667,0.003530777,0.107577778,-7.365055556,0.057638889,118.4155833,0.770138889,1,7,44.41666667
african rock,231344.8083,0.097749838,0.672716667,0.574125,0.093797965,0.148595833,-8.675066667,0.07028,119.2233833,0.525283333,1,8,42.025
afro dancehall,206349.3167,0.066539235,0.608733333,0.760016667,0.009239641,0.21595,-5.9619,0.169973333,134.1463667,0.585633333,1,11,53.03333333
afro house,235788.5,0.19975,0.6675,0.5965,0.195746,0.1115,-8.674,0.1682,132.147,0.673,1,5,54
afro psych,318605.5,0.2443,0.438,0.75975,0.399225,0.151,-11.1595,0.053425,137.68125,0.80475,1,1,27.75
afro-cuban traditional,374813,0.152,0.662,0.764,0.0103,0.0803,-7.994,0.0819,135.902,0.769,1,7,29
afro-funk,288830.9333,0.150916667,0.805866667,0.727166667,0.082383047,0.09704,-8.89615,0.095705,114.9898333,0.875,1,0,29.08333333
afrobeat,320634.8909,0.339298984,0.62555807,0.619281106,0.307991144,0.165400703,-9.898266175,0.060932544,118.6762129,0.707645701,1,0,38.23552899
afrobeat brasileiro,161373,0.9,0.621,0.758,0.00216,0.121,-9.981,0.106,87.435,0.695,0,6,14
afrofuturism,298945.7078,0.249912225,0.63195436,0.588032578,0.116263299,0.190077832,-9.499777477,0.141712403,113.3228811,0.470677049,1,9,45.91769865
afrofuturismo brasileiro,247120,0.626,0.484,0.81,0.000283,0.11,-4.579,0.0377,144.454,0.422,0,7,36
afropop,323634.706,0.441544936,0.608402475,0.525343756,0.131703762,0.157685624,-11.34090343,0.076558663,115.0785134,0.630019936,1,7,43.58373849
afroswing,186504.9583,0.367658333,0.697291667,0.564666667,0.000179991,0.210795833,-7.4395,0.180470833,79.75991667,0.701125,0,11,77.625
aggrotech,285667,3.28E-06,0.492,0.947,0.756,0.319,-5.97,0.0433,120.036,0.212,1,1,45
alabama indie,237709.4103,0.217224449,0.522512821,0.6695,0.074563274,0.127653846,-8.478858974,0.043682051,113.6219615,0.532384615,1,7,43.5
alabama metal,190191,0.002136,0.435,0.88,7.37E-07,0.154066667,-3.451,0.060966667,110.2596667,0.465333333,1,6,46
alabama rap,214143.7843,0.13590689,0.700988778,0.604969913,0.000394078,0.166815466,-6.691861489,0.216182045,115.6796134,0.422011255,1,2,51.08852814
albanian pop,167717.5,0.095935,0.6935,0.782,1.22E-05,0.15595,-7.0075,0.11395,125.498,0.6215,0,6,56.5
alberta country,200241.4981,0.184074185,0.595093519,0.748716667,2.86E-05,0.222492222,-6.196218519,0.048717778,110.2465981,0.611644444,1,11,54.55648148
alberta hip hop,144013,0.329,0.906,0.604,0,0.255,-8.332,0.0746,99.996,0.899,0,11,75
album rock,266273.5188,0.192348081,0.514067099,0.658159415,0.074474181,0.216539967,-9.910221946,0.056714568,123.704501,0.548246216,1,9,37.89022217
albuquerque indie,218208.4487,0.398104038,0.585134615,0.586814103,0.024485533,0.207607051,-8.634647436,0.034197436,127.2804423,0.620089744,1,2,53.67948718
alt-idol,230613,0.000273,0.616,0.985,0.000145,0.111,-1.598,0.0832,109.979,0.487,1,11,53
alternative americana,232470.9167,0.318674048,0.502196712,0.530426871,0.27243811,0.187467687,-9.399354875,0.046476701,123.4972954,0.442400227,1,11,48.26643991
alternative country,248417.5131,0.408534484,0.534290505,0.531198041,0.056544361,0.17365837,-10.1340855,0.043791587,119.080797,0.509388847,1,9,42.50891211
alternative dance,264767.6658,0.141753451,0.612578453,0.732270901,0.208215403,0.192280311,-6.700668777,0.059934404,125.4348349,0.529495878,1,2,50.83318978
alternative emo,216976.0431,0.095820934,0.471556401,0.754566787,0.029634388,0.191831643,-6.750935024,0.070650737,130.8460605,0.451293961,1,4,47.86062802
alternative hip hop,246993.3768,0.204298481,0.69717548,0.684363013,0.038674408,0.231130698,-7.523439848,0.253788451,106.8488285,0.601524544,1,1,47.52048645
alternative metal,245505.9066,0.059087884,0.4639657,0.832552701,0.106165232,0.212427627,-5.834477853,0.08193833,126.1505229,0.413710455,1,2,46.85818154
alternative pop,217119.0055,0.102378116,0.477227255,0.743666975,0.154376341,0.175972022,-8.964834707,0.048992544,128.1240144,0.572063809,1,11,37.85601749
alternative pop rock,208448.0712,0.183069583,0.596151042,0.714862153,1.14E-05,0.193445382,-4.828894792,0.065174653,119.6851767,0.610433333,1,10,53.5
alternative r&b,233620.272,0.322598521,0.655571101,0.539086107,0.027775859,0.171026056,-8.316013055,0.141028574,114.3144185,0.439659071,1,1,58.01786128
alternative rock,241602.7498,0.156922597,0.480641507,0.707042292,0.165532937,0.194688388,-8.351835487,0.063215742,125.3036258,0.501319107,1,7,42.27054291
alternative roots rock,246973.5118,0.315197294,0.505258824,0.575958824,0.119855604,0.151374706,-8.078405882,0.055195294,116.9728,0.405158824,1,9,45.96470588
ambeat,250642.6429,0.51504819,0.717359524,0.637895238,0.302060524,0.142619286,-7.613142857,0.103259524,98.33154762,0.690388095,0,10,49.67142857
ambient,362510.4834,0.680011123,0.341910496,0.292836951,0.779746513,0.128762304,-18.92471009,0.042226357,107.3059446,0.189638797,1,2,42.68858556
ambient black metal,356480,0.001325495,0.263833333,0.768166667,0.768183333,0.326033333,-9.345,0.057366667,111.0275,0.241016667,1,4,42.83333333
ambient folk,231744.4122,0.639735522,0.528149771,0.3771439,0.141382425,0.166090181,-12.24876101,0.062826356,116.6522984,0.324724282,1,7,42.21999601
ambient house,255585.5,0.040625,0.6265,0.842125,0.1383,0.349,-12.244375,0.0468625,113.2315,0.46875,1,8,38.625
ambient idm,364264,0.4775,0.3505,0.5795,0.46250715,0.1205,-10.51,0.0575,150.4915,0.2385,1,8,55
ambient pop,228714.0267,0.740125333,0.32154,0.25362,0.7206852,0.109366667,-16.70594667,0.035710667,95.59444667,0.181174,1,7,42.56
ambient techno,349358.5,0.09042825,0.7055,0.549875,0.475425,0.08455,-13.98925,0.0329,125.71425,0.8410625,0,1,35.25
ambient worship,264410.9915,0.673501195,0.299743586,0.299544616,0.455696831,0.130743366,-15.14877248,0.036316776,101.7034559,0.155298794,1,3,58.10745614
american choir,334064.902,0.862211485,0.287590616,0.271393978,0.258958537,0.168232913,-17.48379692,0.113768908,112.4483347,0.200544958,1,7,26.62605042
american contemporary classical,387152.584,0.945613128,0.352911852,0.131887403,0.484147152,0.145234388,-24.17150661,0.0521854,95.78631603,0.284148797,1,9,25.99073769
american folk revival,174700.8809,0.82000077,0.550777876,0.258479114,0.027979392,0.157239204,-15.29683325,0.0780358,113.7927159,0.555929211,1,9,18.7587661
american metalcore,238115.6667,0.003246733,0.389,0.971,0.000346333,0.2109,-4.268,0.254333333,159.296,0.251333333,0,9,42.66666667
american modern classical,279470.459,0.899242026,0.387777662,0.254360876,0.475213629,0.219343705,-17.78838592,0.128276694,118.9964359,0.377052696,1,5,7.265186202
american post-rock,303835.3253,0.307838503,0.457876603,0.469561859,0.675982673,0.154334135,-12.83942949,0.043364744,112.1308926,0.233709455,1,1,47.58333333
american primitive,191793.6167,0.511042333,0.384566667,0.426283333,0.822416667,0.135971667,-13.8341,0.0404,111.0266833,0.492698333,1,11,23.7
american romanticism,227850.5093,0.947529321,0.31233858,0.174075154,0.402565472,0.147290741,-19.99763272,0.042085031,108.0220725,0.275941049,1,11,10.41975309
american shoegaze,324887.6,0.193879413,0.329866667,0.730866667,0.565333333,0.1876,-9.429466667,0.042946667,113.6809333,0.354866667,1,6,41.8
anadolu rock,266333.8,0.5618,0.4748,0.445,0.204252,0.16428,-14.736,0.03542,97.914,0.613,0,7,44.8
anarcho-punk,197361.25,0.053054176,0.31594888,0.874785014,0.009299373,0.265317927,-8.071685574,0.125123039,163.6538606,0.500540616,1,2,39.41106443
andean,286867.6463,0.588895396,0.603333333,0.461387755,0.27619799,0.132411565,-11.8837415,0.058034694,122.0936599,0.464986395,1,4,32.7755102
anglican liturgy,209452.85,0.921016667,0.234556667,0.175126667,0.264563667,0.205686667,-16.99511667,0.058683333,87.85156667,0.265455,1,0,10.28333333
animal singing,126286.5,0.806,0.799,0.6395,0,0.1935,-5.9875,0.04235,114.6885,0.9025,1,3,4.5
anime,241442.8109,0.155647281,0.503119587,0.793880743,0.125889956,0.173699527,-5.562658784,0.066968478,137.2889699,0.469465732,1,1,51.93203293
anime latino,244156.5714,0.190224773,0.479571429,0.888285714,0.003381646,0.285207143,-3.231,0.0551,142.3089286,0.550214286,1,0,55.14285714
anime rock,239654.0091,0.069562097,0.511038515,0.864759804,0.031060094,0.236314706,-4.058578431,0.081312605,126.9748158,0.544164566,1,11,58.03711485
anime score,213411.6998,0.288126942,0.473075385,0.698447502,0.354271628,0.194200931,-8.703170349,0.074407943,124.2231065,0.415548236,1,7,51.45574836
ann arbor indie,216116.4,0.249605833,0.551883333,0.459683333,0.057656002,0.133473333,-8.58315,0.071721667,93.36946667,0.359816667,1,6,51.96666667
anthem emo,206006.9617,0.093579985,0.483165556,0.766395,0.01378996,0.211656333,-5.795172778,0.073449333,130.2972422,0.425287778,1,4,50.64
anthem worship,286369.1905,0.218191133,0.476776916,0.608537019,0.010161532,0.21610284,-7.266430748,0.050867692,120.5522392,0.32742067,1,11,52.19920087
anti-folk,230398.8672,0.419924899,0.502156507,0.546858852,0.121812246,0.188076748,-9.677377756,0.056346176,119.5506079,0.498925298,1,9,43.4236153
antilliaanse folklore,176373.5,0.9305,0.578,0.6635,0.43515,0.09305,-12.53,0.06095,146.3605,0.942,1,3,0
antiviral pop,201968.4386,0.173947468,0.635126302,0.720211671,0.016358728,0.212660529,-6.953785846,0.110230412,130.2831836,0.626197289,1,2,53.2747426
appalachian folk,187810.4873,0.783066023,0.54413543,0.327454861,0.113997736,0.184496592,-13.57824966,0.0588145,121.8348009,0.651397911,1,9,19.32741752
arab folk,379430.1314,0.864360345,0.417851678,0.274994951,0.322252614,0.275404322,-15.10740235,0.060263289,105.1558366,0.476523072,1,5,20.3616263
arab groove,207560,0.952,0.291,0.231,0.382,0.237,-18.808,0.0418,157.168,0.371,1,9,38
arab pop,334352.9951,0.517195562,0.558889546,0.516269034,0.037687739,0.181870513,-10.21609073,0.059680671,126.487644,0.582024655,0,9,36.9418146
arab trap,146945,0.0527,0.752,0.905,0.000242,0.173,-7.072,0.0515,97.993,0.689,1,0,73
arabesk,269640,0.317,0.353,0.672,3.05E-05,0.0962,-5.795,0.04,168.299,0.523,1,8,47
arabic hip hop,410777,0.827,0.366,0.431,0,0.3225,-4.578,0.0369,111.0905,0.416,1,10,7
arabic jazz,382513.5,0.953,0.3875,0.1655,0.1911255,0.1755,-19.238,0.0459,127.1375,0.3735,1,9,37.5
argentine ambient,163663.8,0.8302,0.4902,0.373476,0.624,0.124,-15.3516,0.0377,131.8368,0.3174,0,4,55.6
argentine hardcore,239713.5,0.01081,0.69,0.6535,0.01150665,0.3726,-9.742,0.05555,109.5345,0.655,1,6,45.5
argentine heavy metal,316772.875,0.05079,0.58075,0.792625,0.08168275,0.158825,-6.146625,0.1279375,145.01825,0.505375,1,11,52
argentine hip hop,289224.8,0.32533,0.7825,0.63595,0.000575941,0.11639,-5.5075,0.163663333,140.0963,0.554566667,1,11,70.58333333
argentine indie,268671.8393,0.688709524,0.48227381,0.250839286,0.012930334,0.167030952,-14.74430952,0.039564881,109.0198988,0.304982143,1,7,51.35714286
argentine metal,293360,0.0185,0.62,0.816,0.00741,0.0984,-6.208,0.222,179.992,0.668,1,1,49
argentine punk,234610.25,0.008,0.641,0.58175,0.007193325,0.2873,-11.029,0.042525,126.53275,0.543,1,6,51.75
argentine reggae,249349.9185,0.098091111,0.763325926,0.550214815,0.000270399,0.102362963,-7.716940741,0.071637037,123.0614,0.793251852,1,6,59.17777778
argentine rock,260936.6071,0.228739266,0.592344018,0.61417597,0.040163746,0.191836848,-9.48857466,0.047319501,116.5962019,0.59968624,1,7,54.5244391
arkansas country,186879.9289,0.50688616,0.582943322,0.502752759,0.009080251,0.207031052,-9.651622021,0.054546166,117.3586433,0.619184094,1,9,39.43257088
arkansas indie,265170.5,0.2365,0.43,0.504,0.107665,0.171,-10.1935,0.03125,100.529,0.1685,1,3,49.5
armenian folk,288000,0.994666667,0.135333333,0.134233333,0.897,0.117,-19.12533333,0.046533333,86.14,0.048166667,1,7,37
art pop,254008.3378,0.32838372,0.546772194,0.565144057,0.204877106,0.168192307,-9.511365758,0.060833057,121.0714604,0.433453075,1,0,48.7788348
art punk,220461.2325,0.167405014,0.555799534,0.712296101,0.197676654,0.203344111,-9.356333108,0.073720136,128.4585344,0.626883031,1,9,34.39663405
art rock,280929.1239,0.304550091,0.493668338,0.567581926,0.202168801,0.195434837,-11.43162161,0.055979325,120.2264635,0.50764287,1,9,36.29043727
asbury park indie,226853,0.000969,0.557,0.815,0.00188,0.0932,-5.402,0.0328,88.929,0.445,1,0,50
asian american hip hop,186140.1952,0.146203095,0.7542,0.66512381,0.00057567,0.185432381,-6.820133333,0.113960476,107.8966952,0.491809524,1,7,61.32380952
asmr,203037.3333,0.480967778,0.185222222,0.308333333,0.917111111,0.219444444,-19.46566667,0.064311111,80.81955556,0.027011111,0,10,64.88888889
athens indie,248960.3355,0.182206476,0.524506508,0.610972675,0.27232821,0.169894167,-9.701214881,0.037316282,121.2812104,0.543225516,1,5,43.71599206
atl hip hop,241796.9657,0.124061859,0.733962605,0.655921653,0.013514415,0.201058162,-6.580438241,0.182371007,123.4093831,0.527901921,1,1,52.05381025
atl trap,224752.2751,0.140647648,0.721524245,0.665505532,0.00502036,0.200497261,-6.379520756,0.185226062,124.0515113,0.526451891,1,0,57.35407638
atlanta indie,239054.3,0.150585,0.58175,0.71795,0.1234133,0.27455,-7.73465,0.0561,113.88285,0.56885,1,4,52.55
atmosphere,208973.1293,0.81702449,0.29357483,0.160486735,0.835889048,0.127326871,-22.41491497,0.053341497,95.55453061,0.146209184,1,9,53.90816327
atmospheric black metal,356480,0.001325495,0.263833333,0.768166667,0.768183333,0.326033333,-9.345,0.057366667,111.0275,0.241016667,1,4,42.83333333
atmospheric dnb,267107,0.03,0.683,0.789,0.0105,0.0724,-9.034,0.0602,119.504,0.657,1,2,46
atmospheric post-metal,348640,2.71E-05,0.29,0.717,0.816,0.706,-9.439,0.0556,110.271,0.236,0,9,38
atmospheric post-rock,308613,0.00942,0.869,0.888,0.00111,0.186,-2.731,0.0859,135.023,0.856,0,4,0
atmospheric sludge,348640,2.71E-05,0.29,0.717,0.816,0.706,-9.439,0.0556,110.271,0.236,0,9,38
auckland indie,230502.3333,0.025423025,0.53975,0.707583333,0.023251583,0.313166667,-5.453333333,0.058816667,124.5333333,0.352091667,1,0,53.66666667
audiophile vocal,196339.8333,0.639833333,0.5125,0.264566667,0.00014681,0.1298,-17.35033333,0.0334,84.95633333,0.513433333,1,2,32.66666667
aussietronica,257742.1875,0.121442917,0.662020833,0.690229167,0.139282129,0.14111875,-6.287666667,0.050439583,118.7798333,0.365279167,0,1,59.89583333
austin americana,278978.6146,0.392044375,0.571604167,0.622635417,0.008585393,0.22688125,-7.121666667,0.076841667,112.8602083,0.4863125,1,7,50.54166667
austin hip hop,191975,0.0153,0.902,0.472,0,0.0539,-6.802,0.469,140.046,0.65,1,1,59
austin singer-songwriter,292424.1167,0.467416667,0.541791667,0.638091667,0.033830472,0.307374167,-9.759225,0.063045833,128.8390583,0.544508333,1,9,40.24166667
austindie,243713.0952,0.366068534,0.615537415,0.589482993,0.050473445,0.150894898,-8.334173469,0.059657483,109.3161395,0.570819728,1,9,49.20408163
australian alternative pop,251154.4444,0.646236111,0.547833333,0.30825,0.001500677,0.161127778,-8.47225,0.047888889,121.7226667,0.177577778,0,5,65.36111111
australian alternative rock,220098.2158,0.179329302,0.555585278,0.702579722,0.026328108,0.188125639,-7.934190278,0.061479833,120.7145489,0.56713,1,4,44.65694444
australian children's music,130335.0156,0.601529375,0.76246875,0.363203125,6.39E-06,0.174746875,-13.70879688,0.1051875,123.5072187,0.803359375,1,7,43.03125
australian choir,164000,0.993,0.291,0.0218,3.50E-06,0.0766,-25.876,0.0528,136.837,0.291,1,10,18
australian country,210228.7682,0.398483452,0.58506994,0.500239583,2.13E-05,0.12016625,-10.58712589,0.047840536,108.1338676,0.531704762,1,2,45.81190476
australian dance,247005.2337,0.105524134,0.61008127,0.74327024,0.110149741,0.208307907,-6.443650009,0.067273172,128.5402279,0.455919286,0,7,53.35797065
australian electropop,254342.8954,0.156195249,0.561352206,0.64614444,0.112823773,0.153622953,-7.352462198,0.049346351,136.408364,0.3957159,0,5,51.96341973
australian garage punk,213760.7917,0.207371458,0.418333333,0.779291667,0.356695058,0.170433333,-5.952625,0.062191667,127.1525833,0.421333333,1,7,52.79166667
australian hip hop,232504.0594,0.160657115,0.648089435,0.728395982,0.138764514,0.193696012,-6.420263839,0.084681607,127.0184757,0.581005655,1,6,56.19791667
australian house,295320.2857,0.085592857,0.625857143,0.810357143,0.341962286,0.232735714,-5.363857143,0.044092857,123.2542143,0.550642857,1,0,58.78571429
australian indie,260397.6054,0.173071321,0.593641054,0.690222014,0.0848314,0.161421739,-6.685976887,0.061632871,119.8654022,0.432562769,1,7,55.63605697
australian indie folk,270486.7269,0.348722222,0.525986111,0.545425926,0.036828467,0.160525926,-9.820375,0.104078241,118.3835139,0.384646296,1,0,56.2037037
australian indie rock,242007,0.116,0.529,0.638,0,0.0964,-7.104,0.0301,169.96,0.504,1,0,63
australian indigenous,274546.6667,0.1261,0.527,0.729666667,0.008021667,0.163633333,-6.22,0.033366667,142.7973333,0.605,1,11,27
australian metal,215227,0.00132,0.392,0.966,0.0473,0.239,-3.863,0.172,139.83,0.0764,1,9,55
australian metalcore,223471.536,0.039404784,0.472112912,0.867689286,0.009363722,0.167585769,-5.182076099,0.104675879,128.8420766,0.33120989,1,9,47.39175824
australian pop,239218.6207,0.244277596,0.587882616,0.641748587,0.028254239,0.162201491,-7.151550533,0.063493195,117.5457572,0.475175011,1,7,56.13893542
australian post-hardcore,156027,0.0378,0.594,0.567,0.000354,0.0894,-9.363,0.0374,132.368,0.574,1,9,40
australian post-punk,271304.5,0.019036667,0.428666667,0.565833333,0.311789833,0.2345,-13.57466667,0.045433333,112.7595,0.585833333,1,7,28.33333333
australian psych,266106.7896,0.135517512,0.468864444,0.708874074,0.099861578,0.169633333,-5.945754815,0.095321778,125.6560585,0.389878519,1,2,54.94592593
australian r&b,266160,0.569,0.649,0.435,3.29E-05,0.0969,-7.904,0.1345,105.7485,0.3075,1,2,62.5
australian reggae fusion,277697.9097,0.279058056,0.605909722,0.617972222,0.204411878,0.2303,-7.5753125,0.113527083,109.4733819,0.421947222,0,11,54.54166667
australian rock,235001.5157,0.144096426,0.539254576,0.711731981,0.026965815,0.194317846,-8.441099677,0.054390745,120.9649514,0.604367659,1,9,45.03024372
australian singer-songwriter,199223.1667,0.406,0.654666667,0.550083333,1.15E-05,0.234,-8.880666667,0.03575,123.2463333,0.629416667,1,7,49.83333333
australian ska,211724.6667,9.58E-05,0.312666667,0.994666667,0.0001827,0.1561,-4.356,0.158666667,148.061,0.2289,0,9,44.33333333
australian talent show,119160,0.347,0.416,0.707,0,0.708,-11.573,0.144,198.612,0.691,1,0,35
australian trap,189606.3333,0.147,0.732333333,0.633333333,2.95E-05,0.384333333,-5.054,0.160333333,148.3356667,0.790666667,1,0,59.66666667
australian underground hip hop,240037.6667,0.440333333,0.558333333,0.796,0,0.501666667,-4.892,0.154466667,83.05133333,0.567,1,0,55.33333333
austrian choir,315107.9794,0.950243887,0.246254045,0.273666962,0.346780264,0.2177127,-17.29999913,0.055945105,101.1455763,0.180441956,1,2,9.426089355
austrian pop,237014,0.15,0.523,0.553,0.018245,0.1014,-8.467,0.07875,119.8445,0.1905,0,5,49
austro-german modernism,250497.0456,0.843114583,0.353095052,0.251081354,0.457171523,0.258932682,-17.93939583,0.060422005,103.1983086,0.342378385,1,5,3.3984375
autoharp,180111.3333,0.907666667,0.589,0.154366667,0.004345967,0.3415,-17.29566667,0.046033333,116.297,0.374666667,1,3,17
autonomous black metal,315688.9333,0.00102099,0.261716667,0.808783333,0.778595,0.300613333,-8.7633,0.065013333,116.2769833,0.236951667,1,11,38.35
avant-garde,372971.367,0.905048337,0.314281716,0.17785625,0.557136368,0.173997227,-23.91243953,0.050864581,99.86779443,0.251852486,1,7,23.96253968
avant-garde jazz,350669.2747,0.71052661,0.45331035,0.335903333,0.418446329,0.165297475,-15.48707405,0.066797238,108.3744105,0.443381521,1,5,22.56686718
avant-garde metal,227920,0.000912,0.463,0.98,0.832,0.693,-4.786,0.11,156.001,0.21,0,7,45
axe,246230.8542,0.300807083,0.614958333,0.649479167,0.002131618,0.2137875,-9.157604167,0.045,121.1993125,0.7025625,1,7,53.58333333
azeri traditional,215985.1667,0.869333333,0.505833333,0.265666667,0.0010603,0.235966667,-16.02,0.0592,95.64383333,0.662166667,0,7,27.66666667
azonto,196418.6333,0.10723,0.703958333,0.715058333,0.000426136,0.210575,-5.755758333,0.181238333,110.0622167,0.632925,1,11,59.8
azontobeats,309674,0.358334803,0.457333333,0.692666667,0.037653667,0.099166667,-6.767,0.136233333,133.439,0.772666667,1,11,43.33333333
bachata,245715.1642,0.37318896,0.80525657,0.606228175,0.026443337,0.150985508,-6.656080728,0.047559559,125.1860275,0.819320688,1,1,46.5244445
background music,187364.7794,0.880448944,0.264514286,0.108941806,0.82334546,0.123193929,-25.49510754,0.045492302,91.9889127,0.133838532,1,5,62.50952381
bahamian folk,166087.5185,0.690665741,0.64375,0.657925926,0.380222654,0.233528704,-9.42962037,0.079039815,113.8222315,0.714,1,10,4
bahamian pop,199844.5556,0.064033333,0.815777778,0.875888889,0.000755833,0.1684,-4.581333333,0.085377778,123.2733333,0.843333333,0,11,50.11111111
baiao,149370.6071,0.892321429,0.552214286,0.315378571,0.548757654,0.161014286,-16.30632143,0.051278571,103.7105,0.590571429,1,11,4.535714286
baile pop,214537.4208,0.482562917,0.630052083,0.52731375,0.011732426,0.189124479,-9.674515625,0.071179583,127.3342958,0.553945833,1,11,47.815625
bakersfield sound,163369.7069,0.610662249,0.627069518,0.460527967,0.019600631,0.175772857,-10.61122299,0.040505939,116.1190099,0.732765402,1,0,25.55088935
balearic,428111,0.09904,0.68275,0.7955,0.40578,0.2618,-8.39425,0.0446,125.24275,0.85525,1,7,35.5
balkan brass,238586.5,0.2241,0.569,0.8185,3.87E-06,0.0955,-6.6405,0.0425,95.92,0.564,1,7,41.5
ballet class,221273.8889,0.881,0.289888889,0.063433333,0.722666667,0.202277778,-29.07433333,0.044555556,98.27777778,0.091155556,1,7,38.22222222
ballroom,180579.6637,0.649632455,0.419528307,0.372279972,0.557347956,0.159918426,-12.54527636,0.038142429,115.9102721,0.490666024,1,5,22.4837284
baltic classical,533545.25,0.82675,0.23675,0.01940675,0.0925706,0.09545,-33.47625,0.070025,78.051,0.1042,1,5,52.25
baltimore hip hop,196393.25,0.178991667,0.79675,0.571333333,0,0.209808333,-7.17375,0.18185,111.2355,0.479666667,1,11,62.91666667
baltimore indie,266488.4614,0.207476301,0.455769591,0.71029269,0.214046918,0.230711082,-7.520963743,0.048568275,135.522048,0.389467661,1,6,51.39619883
banda,199657.81,0.379653042,0.675424615,0.610246279,0.015973387,0.155248702,-6.907579813,0.066189295,130.5060028,0.820982934,1,7,47.70442183
banda caliente,216524.3461,0.383793744,0.659352915,0.558932512,0.005087306,0.132628662,-7.520500698,0.084226798,140.5195511,0.863123604,1,5,41.28661741
banda carnavalera,191898.3357,0.453147619,0.658935714,0.54662619,0.05677647,0.168950119,-7.137458333,0.048114762,129.6126262,0.860366667,1,3,46.60714286
bandinhas,162554.4,0.9602,0.6442,0.4242,0.9138,0.1648,-13.1112,0.04138,85.5988,0.8036,1,8,4
bandoneon,173453.6349,0.569507937,0.463444444,0.349968254,0.260253968,0.320247619,-12.68687302,0.049101587,124.4835397,0.581730159,1,2,33.74603175
bangla,203611.8735,0.912599668,0.472279658,0.290219594,0.169867234,0.208780551,-13.0781848,0.051420394,100.4932714,0.480695034,1,9,0.426190476
banjo,185467.3742,0.597759773,0.540362396,0.493532768,0.205126966,0.258063461,-11.86891507,0.062173833,127.038002,0.70931619,1,7,28.67022778
bansuri,354449.6,0.9502,0.3133,0.103665,0.6297,0.12293,-30.6229,0.05611,104.9055,0.3298,1,5,42.5
barbadian pop,238313.2209,0.17280181,0.723971569,0.721679234,0.000953095,0.121925116,-7.382387166,0.075980909,112.1222142,0.742076702,1,6,54.5298574
