genres,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity
roda de samba,167563.25,0.492,0.68475,0.39775,9.45E-06,0.3234,-13.84,0.0734,105.40025,0.64475,1,7,42.25
romanian folk,253505.125,0.856125,0.374625,0.265125,0.710125,0.10505,-12.677,0.0451875,85.178375,0.0893875,1,2,45.25
romanian hip hop,212391,0.487,0.724,0.545666667,0,0.177433333,-6.428666667,0.053233333,94.657,0.884666667,1,7,60.66666667
romanian pop,229375.8519,0.119807407,0.668592593,0.793740741,0.003801037,0.099522222,-4.731148148,0.076614815,121.987,0.549740741,1,11,56.11111111
romanian rock,270072.1872,0.76852956,0.484102137,0.376346968,0.117574206,0.215097553,-13.08882881,0.072914931,115.6756682,0.470417576,1,7,11.07021466
romantico,173617.7167,0.508244444,0.550005556,0.493596667,0.655909952,0.173969167,-11.09480278,0.042501389,111.8163806,0.596694444,1,0,29.20555556
roots americana,241923.7496,0.339751473,0.553415614,0.562970044,0.018183292,0.195944408,-8.35314364,0.039119825,116.4844333,0.543179254,1,7,45.47982456
roots reggae,243748.784,0.176327799,0.742464623,0.564558144,0.067407329,0.153948277,-8.989040495,0.154064551,118.2334398,0.756852756,1,7,43.31973394
roots rock,246279.2403,0.323599761,0.547455949,0.573088297,0.0649068,0.210330794,-10.37625566,0.051950818,121.4225245,0.59888297,1,7,38.70305849
roots worship,285640.7404,0.420568435,0.46103736,0.426675968,0.005376968,0.155154943,-9.822235593,0.031807559,117.5428648,0.291874985,1,7,47.30579733
rosary,213246.1216,0.813186169,0.302711237,0.193936501,0.029055186,0.146997278,-16.23056018,0.035213341,98.92667557,0.309847059,1,7,34.85444947
rumba,257394.6306,0.637693073,0.564143056,0.590375748,0.707623877,0.173318293,-10.97038558,0.049056946,112.676504,0.630081817,0,2,41.15455392
rumba congolaise,512400,0.294,0.535,0.587,0.025,0.136,-13.684,0.128,96.827,0.826,1,1,39
rune folk,290605.6667,0.661233333,0.452416667,0.3178,0.312074833,0.231416667,-13.04383333,0.092258333,99.11116667,0.401333333,1,6,26.5
russian alternative,202040,0.0259,0.386,0.796,0,0.124,-4.76,0.0413,148.6,0.635,0,2,41
russian ccm,347365.0625,0.143759417,0.3755625,0.558145833,0.000139148,0.325845833,-7.028,0.031883333,136.9669792,0.187166667,1,0,50.95833333
russian chanson,243998.0333,0.502973333,0.588766667,0.442866667,0.075381433,0.209993333,-10.9185,0.03454,99.9109,0.5408,0,1,40.96666667
russian contemporary classical,370613,0.622,0.443,0.127,0.23,0.692,-24.033,0.0952,134.982,0.109,1,8,0
russian dance,198095,0.00561,0.653,0.945,0.915,0.439,-2.634,0.096,126.093,0.326,1,5,79
russian folk,181291.2635,0.771035714,0.465248918,0.365034091,0.067166012,0.156204545,-12.78874946,0.0595046,122.1214946,0.512509848,0,7,29.10064935
russian hip hop,245691.25,0.0996,0.4615,0.91125,0.00137,0.2595,-2.725,0.139075,166.14125,0.57325,0,10,47.5
russian jazz,116797,0.60128,0.5933,0.2929,0.000249554,0.15352,-15.5682,0.11035,122.5698,0.7334,0,9,30.4
russian metal,220299.5,0.047395077,0.442192308,0.817230769,0.000399086,0.194253846,-5.545230769,0.050188462,132.2280385,0.541769231,1,2,39.88461538
russian modern classical,396989.2485,0.917655239,0.362037259,0.19236815,0.614491859,0.212295183,-18.84145649,0.048922523,102.8359908,0.246795462,1,0,3.464067109
russian pop,259810.68,0.366985222,0.549184444,0.570517778,0.032631571,0.209466222,-10.426,0.046421556,117.3026044,0.545964444,0,7,40.07555556
russian post-punk,241792.6889,0.307548889,0.626177778,0.776911111,0.421587622,0.229662222,-9.069,0.04556,141.5706,0.7142,0,1,56.31111111
russian punk,242710.9381,0.289040238,0.485147619,0.605247619,0.02374971,0.193740952,-7.987642857,0.047525714,124.4784,0.472942857,0,7,39.34761905
russian rock,239125.6,0.405278248,0.502257265,0.558436752,0.025816201,0.201920171,-9.370769231,0.056443504,120.823388,0.50074188,0,7,38.5965812
russian romanticism,332545.29,0.903876788,0.274245531,0.162392151,0.614137548,0.17867223,-21.0094846,0.044063825,102.6049501,0.17533914,1,7,9.912047396
russian shoegaze,187820,0.502,0.655,0.653,0.75,0.0781,-7.488,0.0278,114.995,0.732,1,4,54
rva indie,170040,0.269,0.759,0.684,0,0.13,-5.751,0.0315,107.948,0.759,1,0,43
rwandan traditional,204693.5,0.994,0.26625,0.0316,0.36525,0.11225,-28.42,0.059325,91.2115,0.232,1,5,0
ryukyu ongaku,106576.75,0.98075,0.424,0.19235,0.23375058,0.1124,-10.609,0.04125,101.603,0.411,1,10,0
sacramento indie,245638.9878,0.072642311,0.47938892,0.762078058,0.141851975,0.181948773,-6.351223986,0.055880765,114.5537324,0.448339202,1,9,45.13201126
sacred steel,251681.5556,0.196333333,0.633222222,0.870333333,1.10E-05,0.283333333,-3.655222222,0.125411111,86.76966667,0.654222222,1,1,47.44444444
salsa,283519.7574,0.53833103,0.644410073,0.642733852,0.042551448,0.178730312,-8.355610015,0.053576792,115.0786685,0.817573521,1,7,39.11880833
salsa choke,240639.2821,0.281231282,0.720866667,0.660712821,0.017021687,0.20321641,-6.708325641,0.204349487,124.2555821,0.637492308,1,1,52.4525641
salsa colombiana,268914.7358,0.417326265,0.680252088,0.728817627,0.008635287,0.18164337,-7.19785726,0.041258931,126.7851158,0.813022658,1,10,41.71192846
salsa cubana,378013,0.252,0.789,0.727,1.04E-05,0.0676,-9.011,0.0578,87.739,0.961,1,0,46
salsa international,296582.8032,0.628231038,0.636434471,0.631605286,0.039869275,0.209414059,-8.302394342,0.056620758,111.8695381,0.842688504,1,7,34.14160119
salsa peruana,273384.4722,0.276313889,0.623055556,0.688083333,0.000865571,0.123794444,-7.980555556,0.051972222,120.9525694,0.760625,0,5,40.58333333
salsa puertorriquena,290748.0928,0.531494962,0.644486625,0.639911811,0.022169299,0.174050525,-8.505963685,0.054904493,115.356119,0.783031813,1,7,40.24650001
salsa venezolana,250399.3237,0.534474326,0.583472965,0.638132008,0.155484836,0.143189937,-10.32632167,0.056433204,103.5799,0.707487095,1,8,40.91174968
samba,204644.2772,0.576886163,0.583085612,0.483689373,0.117776306,0.194211958,-11.67655485,0.073732915,115.3297278,0.667944731,1,2,33.44419754
samba de roda,237752.3,0.629612137,0.602519658,0.468996068,0.012385705,0.200426068,-13.15456325,0.132321709,107.2518957,0.645844444,1,11,31.92136752
samba-enredo,215398.5,0.244375,0.537375,0.644625,0.000554938,0.158375,-9.215125,0.2013125,81.7795,0.89425,1,2,42.125
samba-rock,209753.837,0.585089259,0.569213704,0.656845556,0.027501203,0.166726889,-8.342258889,0.052903519,113.2719407,0.738043704,0,11,41.67666667
san diego indie,202386.2815,0.143766567,0.563651852,0.723403704,0.419117244,0.2313,-8.142816667,0.077686667,126.0888648,0.426264815,1,6,55.49074074
san diego rap,237397.0778,0.186445963,0.783949074,0.600707407,0.00543358,0.292576019,-8.158834259,0.158774259,109.4323491,0.43982037,1,11,51.37777778
san marcos tx indie,226635.1303,0.467069677,0.501812903,0.666354194,0.108227985,0.24337471,-8.305095484,0.0531,114.1770116,0.551623226,1,9,44.37548387
sandalwood,243510.625,0.9525,0.533875,0.3954625,0.2362875,0.15025,-10.626375,0.0635,92.50875,0.63875,1,8,0
sarod,238496.7333,0.9536,0.361666667,0.3828,0.711133333,0.15168,-14.07993333,0.06152,109.0049333,0.417666667,1,1,13.6
saskatchewan indie,195378.75,0.649611111,0.547111111,0.319944444,0.159095278,0.103555556,-11.92727778,0.044927778,103.2454722,0.527416667,0,7,57.80555556
scandinavian r&b,200546.1818,0.423145455,0.658727273,0.437090909,0.026739069,0.115054545,-10.50027273,0.111090909,128.8251818,0.407363636,0,4,66.09090909
scandipop,231174.6133,0.356613454,0.600228545,0.59992203,0.070215944,0.160965934,-6.918661041,0.067597724,119.9087037,0.387784982,1,0,64.2469911
schlager,249539.75,0.421,0.51,0.471,0.0010875,0.25225,-12.3265,0.0336,114.53175,0.40575,1,3,54.5
scorecore,214028.2205,0.596509752,0.33958099,0.340786178,0.701617874,0.14732318,-15.33610179,0.047504358,108.6509125,0.21549298,1,2,46.65538738
scottish electronic,228646.745,0.30512602,0.606231,0.725903,0.238556835,0.1344575,-9.489125,0.0994685,126.271825,0.49878,1,6,48.915
scottish fiddle,307915.3333,0.726,0.312833333,0.165266667,0.492266667,0.309,-19.42933333,0.037716667,138.6361667,0.275666667,0,4,34.66666667
scottish folk,212853.0667,0.531466667,0.3835,0.368266667,0.086560382,0.155466667,-13.09006667,0.03611,142.6237,0.3398,1,5,46.26666667
scottish hip hop,199343,0.598,0.711,0.761,0.127,0.134,-7.267,0.233,160.738,0.526,1,6,52
scottish indie,262485.19,0.192681704,0.434039178,0.725782699,0.252062769,0.217001873,-9.166970742,0.05672661,119.5024213,0.525624131,1,7,41.69222411
scottish metal,216491.1667,0.000235817,0.480166667,0.948166667,3.02E-05,0.209533333,-4.039333333,0.069316667,110.031,0.6215,1,5,44.16666667
scottish new wave,251847.26,0.147015593,0.599076585,0.660747839,0.088311496,0.17394827,-10.13124735,0.043879161,121.8426067,0.628175682,1,9,44.30683283
scottish rock,251068.7364,0.176912844,0.533096227,0.736519493,0.078310346,0.234415851,-7.956067458,0.052361034,126.4084066,0.605751141,1,9,46.21841006
scottish singer-songwriter,211867.4974,0.45141365,0.569175758,0.572960093,0.036968159,0.12143035,-9.584526807,0.04440662,104.732814,0.535991888,1,7,52.05641026
scratch,291155.5556,0.207048889,0.646111111,0.672,0.001442656,0.171388889,-9.484111111,0.206533333,100.95,0.568666667,1,1,44.77777778
scream rap,170588.8333,0.089666667,0.704666667,0.720666667,0.000705462,0.236066667,-5.238333333,0.2805,122.4355,0.439166667,1,1,60.83333333
screamo,222508.7651,0.060935072,0.426246467,0.855125953,0.046150685,0.220879364,-5.26751492,0.090558553,133.5722275,0.404864628,1,9,45.20933726
seattle indie,225454.7205,0.329743758,0.517764087,0.560386508,0.086424366,0.159390853,-8.065673313,0.04247873,128.3895637,0.37795744,1,0,52.11130952
second line,252831.0979,0.31915,0.664845833,0.717579167,0.090489,0.232062917,-8.182383333,0.15311,116.8602188,0.75744375,1,6,39.19375
sefardi,185973.5,0.2985,0.5335,0.7505,0,0.07675,-7.988,0.04715,122.2805,0.7935,0,5,34
semba,265320,0.696,0.511,0.369,7.42E-05,0.364,-9.825,0.055,110.497,0.354,0,11,32
serialism,264249.2006,0.896230556,0.270765667,0.149227467,0.619501613,0.171210667,-22.12624611,0.0460645,96.14643333,0.225485278,1,7,6.106666667
sertanejo,208757.2558,0.508796296,0.607824868,0.540936349,0.119782994,0.243444643,-9.93837619,0.04436795,110.7469308,0.667090476,1,7,44.11150794
sertanejo pop,198442.3571,0.578666667,0.594071429,0.509551429,0.284008598,0.43180119,-13.48419048,0.06489881,98.63327381,0.606309524,1,11,37.20238095
sertanejo tradicional,172401.7296,0.784055556,0.623485185,0.363820741,0.18096099,0.164587037,-10.44867778,0.081000741,112.9909704,0.622737037,1,10,22.5
sertanejo universitario,195287.5795,0.497520208,0.63698006,0.55797006,0.135666208,0.235208557,-9.332694048,0.048181652,114.1526201,0.707841369,1,11,40.40669643
sevdah,203444.3889,0.252705556,0.56275,0.671944444,3.57E-06,0.202644444,-7.845638889,0.044411111,117.4398611,0.677194444,1,7,40.44444444
sevillanas,220400,0.488,0.687,0.399,0,0.381,-5.908,0.0323,113.026,0.446,0,1,43
shaabi,220867,0.0939,0.725,0.594,0,0.22,-5.243,0.0496,91.794,0.25,1,2,52
shabad,199646.7143,0.992571429,0.443571429,0.174114286,0.531857143,0.233428571,-13.13042857,0.078,93.21685714,0.485,1,11,0
shakuhachi,308549.9167,0.832541667,0.249241667,0.165198333,0.544375,0.164233333,-19.835375,0.045483333,111.5422917,0.296779167,0,7,34.91666667
shamanic,403554.3438,0.761547917,0.339675521,0.220627656,0.387768273,0.140111458,-16.49316146,0.057139062,106.7933125,0.227208854,1,9,49.03645833
shanty,392742.08,0.90836,0.65456,0.24428,0,0.255346,-11.60644,0.298852,122.45432,0.6156,1,7,32.42
sheffield indie,224142.0009,0.134764359,0.414100926,0.655344444,0.04273173,0.193342593,-8.397400926,0.047368889,122.6578148,0.472032037,1,9,51.15185185
shibuya-kei,303144.7277,0.303579819,0.643705777,0.529849973,0.392269616,0.170748485,-11.14391995,0.059757718,104.4747428,0.653170246,1,2,39.36606415
shimmer pop,232087.1451,0.159428903,0.589926175,0.7068511,0.11351581,0.179124099,-6.691043477,0.058748438,118.4045252,0.477378236,1,7,52.44490205
shimmer psych,208034.5,0.1403,0.6445,0.61275,0.19359585,0.14715,-9.73325,0.0749,97.4775,0.6655,0,6,65
shiver pop,239715.8087,0.245739624,0.53054793,0.612134532,0.211779209,0.147558209,-7.207075475,0.058350794,125.8254977,0.439671833,1,0,55.50778089
shoegaze,289250.7565,0.190856378,0.413467937,0.634530671,0.455791948,0.167971334,-10.18151984,0.041033297,123.5458479,0.394924794,1,7,43.93920131
show tunes,239644.2827,0.566840462,0.55316217,0.463247205,0.006125153,0.2033122,-9.880970224,0.160051819,117.8277085,0.497021876,1,7,46.77557492
shred,315056.4393,0.090006624,0.433575964,0.822109388,0.476655553,0.213933878,-7.965550567,0.076691465,128.8438495,0.438214966,1,7,44.68435374
shush,174071.6667,0.080664367,0.082566667,0.112379667,0.912666667,0.420666667,-21.014,0.0545,71.784,0.018466667,1,1,66.33333333
singaporean mandopop,270911.9654,0.625281385,0.560392496,0.48989899,1.58E-06,0.163681097,-7.751200577,0.032807792,124.002912,0.331865801,1,11,54.22510823
singaporean pop,266273.0848,0.674360606,0.577838384,0.449747475,8.93E-07,0.161531313,-8.467558586,0.033380909,117.6144657,0.328378788,1,10,55.34848485
singaporean singer-songwriter,242071.3333,0.327166667,0.474555556,0.545555556,4.47E-06,0.232111111,-6.573611111,0.03135,154.0850556,0.383166667,1,11,58.83333333
singer-songwriter,240567.6719,0.501686627,0.538882623,0.430307506,0.045687155,0.18016798,-11.76222365,0.055153834,115.7236717,0.477662466,1,9,39.81635187
singing bowl,502847,0.9545,0.09895,0.002825,0.9705,0.1125,-33.3635,0.057,62.807,0.02745,1,3,47
sitar,319676.7734,0.7784375,0.382109375,0.247618594,0.406674637,0.117967187,-22.67119531,0.057385938,109.9245469,0.484763281,1,6,33.9921875
ska,205968.5952,0.211920694,0.654678612,0.625859742,0.095646629,0.174934502,-8.983716939,0.10193881,123.3581309,0.731184179,1,7,38.76762635
ska argentino,234875.9139,0.107235622,0.678783862,0.671122492,0.015350501,0.181665973,-7.878273372,0.055835541,117.4758109,0.696026687,1,6,56.41112637
ska jazz,288440,0.211,0.652,0.461,0.4726,0.13115,-12.6745,0.11545,152.4625,0.886,1,7,39
ska mexicano,240112.8569,0.080689435,0.58543301,0.805080102,0.040915424,0.162210552,-6.819665615,0.087060647,140.3276129,0.680987259,0,11,54.04578124
ska punk,190681.5875,0.091401734,0.513375895,0.842283107,0.046453692,0.226813613,-5.861070962,0.093106461,127.9710098,0.6451756,1,9,41.12726631
ska revival,189198.585,0.249669503,0.725474455,0.593333517,0.137805514,0.157089268,-9.799786951,0.085394125,121.9879029,0.857340801,1,7,39.03227702
skate punk,187048.0582,0.041959792,0.443411037,0.893080181,0.044048139,0.237405239,-5.506322587,0.090884225,134.9955841,0.577685224,1,4,43.23250653
skiffle,182346.5,0.748,0.5395,0.486,0,0.21055,-8.194,0.0388,115.272,0.5,1,2,30.5
skramz,118480,0.781,0.506,0.0971,0,0.128,-17.741,0.205,198.06,0.214,0,4,0
slack-key guitar,230902.3714,0.757006354,0.502763542,0.298896875,0.25651251,0.156439583,-15.03475573,0.04436599,113.6769714,0.393303125,1,7,37.421875
slam poetry,230302.7009,0.318244345,0.623001488,0.756377976,0.062956222,0.178531845,-8.85880506,0.143479762,153.8805417,0.445764881,0,10,40.99702381
slamming deathcore,251075,0.045927929,0.385923077,0.884307692,0.149198782,0.206838462,-7.029641026,0.069817949,134.9803846,0.379358974,1,0,36.17948718
slavic folk metal,233520,8.08E-05,0.262,0.928,4.76E-05,0.195,-2.795,0.0894,161.925,0.533,1,9,59
slayer,225292.4868,0.003996176,0.458381579,0.904578947,0.17130036,0.184405263,-4.950078947,0.072263158,133.7109474,0.370288158,1,9,49.17105263
slc indie,258193.1667,0.3422175,0.3035,0.44325,0.30591645,0.106033333,-11.33425,0.041891667,141.1234167,0.2809,1,7,51.91666667
sleaze rock,249498.1926,0.032779588,0.506027694,0.792042545,0.043363336,0.233100835,-8.139303522,0.060827039,123.3623433,0.494758007,1,7,37.39583188
sleep,253287.2182,0.380447945,0.148888485,0.397740419,0.660425886,0.348451032,-20.82497329,0.053573179,71.65676286,0.076073266,1,1,55.51186338
slovak pop,222413,0.107,0.673,0.688,0,0.031,-5.752,0.175,162.045,0.702,0,3,57
slovenian electronic,263159.75,0.112975,0.75475,0.6485,0.02369,0.198,-5.45875,0.080225,92.4935,0.7305,1,7,54.75
slovenian metal,276107,3.48E-06,0.161,0.976,0.446,0.0915,-8.428,0.0913,173.229,0.241,0,11,31
slow core,261322.7159,0.353705067,0.465867085,0.524183886,0.318323394,0.176827111,-11.72377346,0.046677543,117.7152285,0.383788806,1,7,41.20596695
slow game,189613,0.0971,0.686,0.541,0,0.423,-6.643,0.0356,96.965,0.237,0,4,49
sludge metal,309699.1076,0.049191134,0.315653889,0.764446667,0.39007699,0.241438981,-8.038520556,0.05680637,118.2223526,0.354134296,1,11,40.48222222
small room,206054.9792,0.56952375,0.4815625,0.390379167,0.205395375,0.149733333,-13.47645833,0.038466667,121.7746875,0.343595833,1,6,54.95833333
smooth jazz,291972.6551,0.34253166,0.638602692,0.550785868,0.455970324,0.13315148,-10.90300815,0.040267239,111.5853171,0.600736645,1,7,37.59384356
smooth saxophone,286475.6515,0.250863018,0.653073003,0.589576595,0.341026195,0.146090356,-8.867104913,0.036472002,108.3989755,0.567645424,0,7,41.23294623
smooth soul,241204.3167,0.259895833,0.61215,0.55855,2.27E-05,0.112255,-9.412,0.0458725,111.1107083,0.557033333,1,7,34.875
soca,230453.1818,0.102862644,0.720169729,0.731543803,0.004207414,0.144883917,-5.91016859,0.175804523,124.7201169,0.764915349,1,1,50.13030627
socal pop punk,202961.5333,0.062615183,0.47700503,0.849067054,0.037361389,0.211726867,-5.773902707,0.071397311,131.3500365,0.572382109,1,0,46.24660305
social media pop,190030.9908,0.1871847,0.678785839,0.672774896,0.011261354,0.179811875,-6.735635029,0.133398866,121.2201368,0.527097266,1,11,60.00752879
soda pop,145415.3333,0.646583333,0.509833333,0.465166667,0.000247184,0.30245,-10.16783333,0.088283333,100.0813333,0.714916667,1,8,22.75
soft rock,244128.382,0.331187747,0.565600212,0.56390049,0.040765782,0.193838669,-10.63316189,0.050604474,119.1138153,0.589928509,1,9,40.04881079
solipsynthm,227870,0.093565,0.6885,0.629875,0.010320235,0.1528875,-5.366875,0.1064625,114.475875,0.52625,1,11,51
son cubano,270326.0068,0.449853741,0.594312925,0.507061224,0.075707263,0.163785714,-10.64697279,0.042915646,106.7594898,0.737367347,1,7,42.63945578
son cubano clasico,202042.9286,0.799244048,0.605714286,0.418607143,0.157137919,0.168533333,-12.76361905,0.053794048,125.1696071,0.855809524,1,7,7.035714286
soukous,426998.7143,0.470042857,0.642785714,0.484285714,0.1758538,0.105771429,-10.92192857,0.063735714,114.9346429,0.752714286,1,4,33.85714286
soul,243013.4013,0.405261654,0.611071295,0.52366626,0.066047003,0.189656138,-10.45462215,0.065950116,115.624036,0.635736447,1,0,37.72340601
soul blues,249637.1025,0.440762493,0.586445507,0.451597894,0.051265558,0.184635948,-11.8326497,0.05276184,116.499693,0.640278436,1,5,32.47221829
soul flow,258460.3452,0.207573452,0.584791667,0.690845238,0.000611166,0.223605357,-6.846595238,0.211773214,103.6740238,0.495839286,0,10,46.2202381
soul jazz,334772.2811,0.620621134,0.557676321,0.4207136,0.371137412,0.167316737,-13.50102477,0.055839661,111.3330543,0.569433618,1,5,24.62835736
sound,197096.6806,0.396590411,0.160968056,0.737332,0.783219489,0.431849444,-22.15328611,0.082549722,98.55507778,0.065165139,1,1,59.97777778
sound art,410987,0.983,0.153,0.0391,0.928,0.0774,-32.652,0.0362,69.906,0.0737,1,3,50
sound effects,206644.9167,0.055626621,0.123745833,0.616808333,0.904583333,0.582866667,-20.65908333,0.074820833,94.746625,0.018545833,1,2,65.54166667
sound team,238380.25,0.11160505,0.483,0.7854125,0.1136025,0.19205,-7.76175,0.080375,110.1995,0.585625,1,2,44.125
soundtrack,205552.4031,0.687760769,0.300755911,0.270292343,0.713061669,0.151601986,-17.89046853,0.048970556,107.3796687,0.177901836,1,7,43.91023034
south african alternative,238356.7,0.30472,0.7471,0.696,0.00015153,0.2812,-7.1528,0.10391,129.8446,0.4834,1,3,57.3
south african choral,206010.9375,0.7780625,0.4276875,0.24954375,0.000755686,0.12043125,-17.5640625,0.07085625,90.48425,0.303375,1,7,44.75
south african country,256990.25,0.23455,0.69675,0.73775,4.33E-05,0.134625,-10.6655,0.02975,103.91225,0.8195,1,2,43.25
south african gospel,209947,0.741,0.358,0.294,0.00151,0.0928,-15.4,0.0452,92.081,0.102,1,7,53
south african hip hop,253033.4,0.06044,0.8142,0.783,0.00030306,0.2254,-5.3576,0.16412,121.5932,0.5688,1,10,58.6
south african jazz,234340.7071,0.428861573,0.579320044,0.366050775,0.227492835,0.212891722,-13.3044294,0.048773865,121.5181398,0.648150609,1,11,28.87929125
south african pop,227765.75,0.263273333,0.71425,0.739916667,1.44E-05,0.182675,-8.664833333,0.07215,122.99875,0.6535,1,3,59.08333333
south african rock,239913.6295,0.180457403,0.527647321,0.734366071,0.013801132,0.104277679,-5.139544643,0.042246429,129.9598616,0.435926786,1,8,54.21875
south carolina indie,306233.0612,0.40124551,0.588068027,0.461129252,0.18130701,0.126463946,-9.838292517,0.045919048,111.6746122,0.438945578,1,11,44.72108844
south dakota indie,275850.625,0.08517,0.478875,0.775,0,0.0949875,-6.368,0.051325,123.426,0.509125,1,6,47.25
southampton indie,243697.8333,0.325916667,0.448666667,0.502833333,0.011322017,0.286833333,-7.867666667,0.042933333,121.1676667,0.303183333,1,11,45.5
southern americana,302847,0.2235,0.8015,0.64,0.00010688,0.08935,-8.678,0.0839,137.3385,0.7365,1,6,48
southern gospel,229404.6458,0.616166667,0.459833333,0.382983333,0.036005607,0.2658375,-11.34329167,0.0803125,117.2801875,0.411729167,1,5,31.60416667
southern hip hop,245973.3342,0.12733251,0.722632617,0.672063933,0.01273722,0.207632093,-6.589939413,0.208280406,118.0313048,0.549280799,1,1,50.85542009
southern metal,248476.6667,0.004935013,0.431708333,0.856875,0.273933821,0.231266667,-4.955708333,0.06905,118.7327083,0.427583333,1,7,44.625
southern rock,285353.6285,0.192686531,0.51804746,0.69411826,0.067437174,0.251065836,-9.357068238,0.060369111,126.7894564,0.642425423,1,7,35.24738448
southern soul,220536.4836,0.430998806,0.588178476,0.50228273,0.044772913,0.188139447,-10.95488087,0.058095627,120.3437224,0.664212363,1,0,34.12977126
southern soul blues,315444.3753,0.260423929,0.710884945,0.54592785,0.006698001,0.165316171,-8.004457383,0.074467633,110.3374848,0.626732612,1,7,36.95627706
soviet synthpop,256336,0.18,0.711,0.715,3.62E-05,0.126,-8.571,0.0332,128.053,0.899,0,3,30
sovietwave,227411,0.35585,0.598,0.8475,0.557,0.262,-7.988,0.0504,152.4455,0.7255,1,1,64
spa,134959.6786,0.45099501,0.139788095,0.360631924,0.854595238,0.471878571,-19.82232143,0.03205,71.02736905,0.081129048,1,1,51.69047619
space age pop,169029.5004,0.724748332,0.494468998,0.37197378,0.357391133,0.18042622,-13.41743924,0.075248317,117.3908983,0.537035435,1,7,15.12766798
space ambient,278716.5556,0.529811111,0.384933333,0.339477778,0.8505,0.091161111,-12.58577778,0.045866667,95.35494444,0.155927778,1,4,47.72222222
space rock,368036.9876,0.256411119,0.335268944,0.570443168,0.595535748,0.16683648,-11.3827029,0.052149151,117.1777389,0.314436273,1,11,39.35072464
spanish baroque,182452.5,0.9885,0.461,0.2435,0.9505,0.13,-21.537,0.0608,123.946,0.673,0,3,0
spanish classical,233021.6801,0.887838542,0.378984003,0.309867039,0.209547083,0.180815737,-11.87201749,0.044830729,98.13306696,0.388850521,1,5,7.716517857
spanish folk metal,292485.4286,0.0290726,0.467142857,0.797285714,2.87E-05,0.121414286,-6.767285714,0.0591,130.8271429,0.511714286,0,11,58.71428571
spanish indie pop,189092.5,0.4878,0.626,0.4665,0.0131215,0.08775,-14.9135,0.03775,112.694,0.5285,1,7,66
spanish invasion,158360.1667,0.367833333,0.520833333,0.607333333,8.07E-05,0.1894,-7.299833333,0.04015,123.3615,0.662833333,1,2,27.66666667
spanish metal,306122.0873,0.087401867,0.373769841,0.737456349,0.000569905,0.21698254,-8.125789683,0.062225,119.1920754,0.408960317,0,4,47.34920635
spanish new wave,248791.4408,0.19788885,0.573663333,0.7416875,0.004808199,0.282382667,-8.768699167,0.082248167,123.7293383,0.626278333,1,7,51.03333333
spanish pop,248527.3799,0.322083071,0.596186716,0.6606182,0.003763971,0.236266645,-8.250988589,0.068161647,122.8936457,0.589823981,1,9,54.98035078
spanish pop rock,244751.3808,0.311114749,0.601361828,0.628966129,0.00916268,0.187584785,-7.425810394,0.067088781,115.9135464,0.564643082,1,9,50.16917563
spanish renaissance,194970.4444,0.966,0.433555556,0.096077778,0.816444444,0.114111111,-23.11111111,0.057055556,105.2758889,0.416966667,1,1,22.55555556
spanish rock,244714.7748,0.19942789,0.613739615,0.721200171,0.033512861,0.160482808,-7.361290427,0.044709,133.9089483,0.57486265,1,7,50.18183761
spanish techno,393685,0.0019011,0.8045,0.6965,0.8675,0.09945,-6.611,0.11635,124.998,0.472,1,2,0
speed garage,286149.5079,0.224086508,0.70315873,0.653190476,0.045989949,0.523550794,-6.135349206,0.089285714,125.8044127,0.572190476,1,0,48.88888889
speed metal,294665.1199,0.015618207,0.313286889,0.898712409,0.193917961,0.206272741,-7.355086285,0.100501598,134.1754762,0.306847035,1,11,39.54093839
spiritual hip hop,366067,0.0457,0.594,0.913,0.000191,0.284,-4.545,0.294,92.038,0.735,0,11,52
spiritual jazz,341335.8038,0.492400395,0.459091872,0.497146261,0.184999389,0.126802041,-12.8464183,0.0769067,109.9223549,0.470867092,1,5,27.1122177
spirituals,219718.5194,0.842267556,0.413055727,0.230424319,0.07044714,0.169838218,-15.42808264,0.079207178,109.7427406,0.37194811,1,10,16.48462115
springfield mo indie,199813,0.0358,0.638,0.43,0.17,0.275,-8.997,0.0288,87.589,0.316,0,4,42
spytrack,218627.4626,0.564973348,0.517686325,0.403942222,0.594719361,0.157740415,-15.72969841,0.064036728,122.0086242,0.525270501,1,7,25.77704518
steampunk,232390.4492,0.290148419,0.540257143,0.695666667,0.102596775,0.202091587,-7.471831746,0.071973016,129.9172429,0.520530159,1,7,44.43809524
steel guitar,177297.4024,0.628133717,0.500211488,0.376092771,0.540268482,0.178057485,-13.55324859,0.045598945,103.310367,0.478143798,1,10,22.61875533
steelpan,137733,0.304,0.613,0.488,0.0047,0.202,-15.68,0.0499,100.76,0.682,0,1,34
stl indie,281133.2222,0.176766667,0.739444444,0.658444444,0.002972742,0.1309,-7.994111111,0.0448,110.0982222,0.562222222,1,9,45.77777778
stomp and flutter,215307.3512,0.726596541,0.497494048,0.423578571,0.1209743,0.179022024,-10.97658929,0.033641667,125.9305417,0.355327381,1,3,52.31547619
stomp and holler,237994.8785,0.40310372,0.543470415,0.560856254,0.078095628,0.157869628,-8.805365536,0.047429044,117.8291453,0.450211483,1,7,51.32037431
stomp and whittle,224627.3333,0.605,0.479333333,0.501,0.052156667,0.16,-7.907333333,0.036,110.702,0.538,1,5,51
